Projection # 1 - Tilt angle: 30.13
Radius	s(1/A)	Res(A)	NLOO2D
517	0.00516	  193.662	  0.3016
518	0.00517	  193.288	  0.3121
519	0.00518	  192.916	  0.3063
520	0.00519	  192.545	  0.3063
521	0.00520	  192.175	  0.3115
522	0.00521	  191.807	  0.3007
523	0.00522	  191.440	  0.2783
524	0.00523	  191.075	  0.2933
525	0.00524	  190.711	  0.3013
526	0.00525	  190.348	  0.2797
527	0.00526	  189.987	  0.2920
528	0.00527	  189.627	  0.3077
529	0.00528	  189.269	  0.3086
530	0.00529	  188.912	  0.2974
531	0.00530	  188.556	  0.2723
532	0.00531	  188.202	  0.2639
533	0.00532	  187.848	  0.2771
534	0.00533	  187.497	  0.2878
535	0.00534	  187.146	  0.2968
536	0.00535	  186.797	  0.2847
537	0.00536	  186.449	  0.2633
538	0.00537	  186.103	  0.2579
539	0.00538	  185.757	  0.2602
540	0.00539	  185.413	  0.2675
541	0.00540	  185.071	  0.2724
542	0.00541	  184.729	  0.2772
543	0.00542	  184.389	  0.2688
544	0.00543	  184.050	  0.2597
545	0.00544	  183.712	  0.2467
546	0.00545	  183.376	  0.2599
547	0.00546	  183.041	  0.2813
548	0.00547	  182.707	  0.2782
549	0.00548	  182.374	  0.2794
550	0.00549	  182.042	  0.2716
551	0.00550	  181.712	  0.2621
552	0.00551	  181.383	  0.2668
553	0.00552	  181.055	  0.2485
554	0.00553	  180.728	  0.2240
555	0.00554	  180.402	  0.2408
556	0.00555	  180.078	  0.2574
557	0.00556	  179.754	  0.2507
558	0.00557	  179.432	  0.2617
559	0.00558	  179.111	  0.2618
560	0.00559	  178.791	  0.2399
561	0.00560	  178.473	  0.2477
562	0.00561	  178.155	  0.2378
563	0.00562	  177.839	  0.2274
564	0.00563	  177.523	  0.2309
565	0.00564	  177.209	  0.2250
566	0.00565	  176.896	  0.2239
567	0.00566	  176.584	  0.2161
568	0.00567	  176.273	  0.2066
569	0.00568	  175.963	  0.2236
570	0.00569	  175.655	  0.2240
571	0.00570	  175.347	  0.2094
572	0.00571	  175.041	  0.2361
573	0.00572	  174.735	  0.2422
574	0.00573	  174.431	  0.2171
575	0.00574	  174.127	  0.2191
576	0.00575	  173.825	  0.2296
577	0.00576	  173.524	  0.2213
578	0.00577	  173.224	  0.2001
579	0.00578	  172.924	  0.1973
580	0.00579	  172.626	  0.2288
581	0.00580	  172.329	  0.2375
582	0.00581	  172.033	  0.2288
583	0.00582	  171.738	  0.2328
584	0.00583	  171.444	  0.2358
585	0.00584	  171.151	  0.2413
586	0.00585	  170.859	  0.2366
587	0.00586	  170.568	  0.2151
588	0.00587	  170.278	  0.2097
589	0.00588	  169.988	  0.2107
590	0.00589	  169.700	  0.2141
591	0.00590	  169.413	  0.2106
592	0.00591	  169.127	  0.2125
593	0.00592	  168.842	  0.2013
594	0.00593	  168.558	  0.1906
595	0.00594	  168.274	  0.2087
596	0.00595	  167.992	  0.2087
597	0.00596	  167.711	  0.2029
598	0.00597	  167.430	  0.1880
599	0.00598	  167.151	  0.1823
600	0.00599	  166.872	  0.1983
601	0.00600	  166.594	  0.2284
602	0.00601	  166.318	  0.2245
603	0.00602	  166.042	  0.1923
604	0.00603	  165.767	  0.1911
605	0.00604	  165.493	  0.1938
606	0.00605	  165.220	  0.1682
607	0.00606	  164.948	  0.1628
608	0.00607	  164.676	  0.1739
609	0.00608	  164.406	  0.1778
610	0.00609	  164.136	  0.1897
611	0.00610	  163.868	  0.1972
612	0.00611	  163.600	  0.1866
613	0.00612	  163.333	  0.1880
614	0.00613	  163.067	  0.2029
615	0.00614	  162.802	  0.1899
616	0.00615	  162.538	  0.1810
617	0.00616	  162.274	  0.1853
618	0.00617	  162.012	  0.1868
619	0.00618	  161.750	  0.1749
620	0.00619	  161.489	  0.1549
621	0.00620	  161.229	  0.1636
622	0.00621	  160.970	  0.1841
623	0.00622	  160.711	  0.1778
624	0.00623	  160.454	  0.1761
625	0.00624	  160.197	  0.1899
626	0.00625	  159.941	  0.1908
627	0.00626	  159.686	  0.1846
628	0.00627	  159.432	  0.1722
629	0.00628	  159.178	  0.1698
630	0.00629	  158.926	  0.1858
631	0.00630	  158.674	  0.1753
632	0.00631	  158.423	  0.1609
633	0.00632	  158.173	  0.1791
634	0.00633	  157.923	  0.1969
635	0.00634	  157.674	  0.1818
636	0.00635	  157.426	  0.1729
637	0.00636	  157.179	  0.1672
638	0.00637	  156.933	  0.1631
639	0.00638	  156.687	  0.1748
640	0.00639	  156.443	  0.1641
641	0.00640	  156.198	  0.1691
642	0.00641	  155.955	  0.1650
643	0.00642	  155.713	  0.1529
644	0.00643	  155.471	  0.1692
645	0.00644	  155.230	  0.1782
646	0.00645	  154.989	  0.1811
647	0.00646	  154.750	  0.1664
648	0.00647	  154.511	  0.1588
649	0.00648	  154.273	  0.1635
650	0.00649	  154.036	  0.1672
651	0.00650	  153.799	  0.1455
652	0.00651	  153.563	  0.1287
653	0.00652	  153.328	  0.1379
654	0.00653	  153.094	  0.1476
655	0.00654	  152.860	  0.1712
656	0.00655	  152.627	  0.1739
657	0.00656	  152.395	  0.1590
658	0.00657	  152.163	  0.1592
659	0.00658	  151.932	  0.1582
660	0.00659	  151.702	  0.1371
661	0.00660	  151.472	  0.1300
662	0.00661	  151.244	  0.1484
663	0.00662	  151.015	  0.1574
664	0.00663	  150.788	  0.1574
665	0.00664	  150.561	  0.1384
666	0.00665	  150.335	  0.1301
667	0.00666	  150.110	  0.1479
668	0.00667	  149.885	  0.1520
669	0.00668	  149.661	  0.1599
670	0.00669	  149.438	  0.1461
671	0.00670	  149.215	  0.1335
672	0.00671	  148.993	  0.1433
673	0.00672	  148.771	  0.1418
674	0.00673	  148.551	  0.1392
675	0.00674	  148.331	  0.1456
676	0.00675	  148.111	  0.1439
677	0.00676	  147.892	  0.1414
678	0.00677	  147.674	  0.1453
679	0.00678	  147.457	  0.1401
680	0.00679	  147.240	  0.1349
681	0.00680	  147.024	  0.1253
682	0.00681	  146.808	  0.1167
683	0.00682	  146.593	  0.1136
684	0.00683	  146.379	  0.1245
685	0.00684	  146.165	  0.1316
686	0.00685	  145.952	  0.1315
687	0.00686	  145.740	  0.1483
688	0.00687	  145.528	  0.1457
689	0.00688	  145.317	  0.1450
690	0.00689	  145.106	  0.1567
691	0.00690	  144.896	  0.1550
692	0.00691	  144.687	  0.1498
693	0.00692	  144.478	  0.1373
694	0.00693	  144.270	  0.1218
695	0.00694	  144.062	  0.1211
696	0.00695	  143.855	  0.1334
697	0.00696	  143.649	  0.1314
698	0.00697	  143.443	  0.1370
699	0.00698	  143.238	  0.1455
700	0.00699	  143.033	  0.1345
701	0.00700	  142.829	  0.1461
702	0.00701	  142.626	  0.1396
703	0.00702	  142.423	  0.1204
704	0.00703	  142.220	  0.1184
705	0.00704	  142.019	  0.1087
706	0.00705	  141.818	  0.1104
707	0.00706	  141.617	  0.1165
708	0.00707	  141.417	  0.1268
709	0.00708	  141.217	  0.1243
710	0.00709	  141.019	  0.0934
711	0.00710	  140.820	  0.0995
712	0.00711	  140.622	  0.1190
713	0.00712	  140.425	  0.1140
714	0.00713	  140.229	  0.1050
715	0.00714	  140.032	  0.1109
716	0.00715	  139.837	  0.1350
717	0.00716	  139.642	  0.1263
718	0.00717	  139.447	  0.1205
719	0.00718	  139.253	  0.1342
720	0.00719	  139.060	  0.1253
721	0.00720	  138.867	  0.1199
722	0.00721	  138.675	  0.1092
723	0.00722	  138.483	  0.1091
724	0.00723	  138.292	  0.1094
725	0.00724	  138.101	  0.1010
726	0.00725	  137.911	  0.0917
727	0.00726	  137.721	  0.0937
728	0.00727	  137.532	  0.1254
729	0.00728	  137.343	  0.1276
730	0.00729	  137.155	  0.1242
731	0.00730	  136.967	  0.1364
732	0.00731	  136.780	  0.1231
733	0.00732	  136.594	  0.1108
734	0.00733	  136.408	  0.1196
735	0.00734	  136.222	  0.1243
736	0.00735	  136.037	  0.1134
737	0.00736	  135.852	  0.1032
738	0.00737	  135.668	  0.1001
739	0.00738	  135.485	  0.1123
740	0.00739	  135.302	  0.1050
741	0.00740	  135.119	  0.0983
742	0.00741	  134.937	  0.1043
743	0.00742	  134.755	  0.0845
744	0.00743	  134.574	  0.0923
745	0.00744	  134.394	  0.1067
746	0.00745	  134.213	  0.0982
747	0.00746	  134.034	  0.0741
748	0.00747	  133.855	  0.0746
749	0.00748	  133.676	  0.0959
750	0.00749	  133.498	  0.0999
Projection # 24 - Tilt angle: -4.44
Radius	s(1/A)	Res(A)	NLOO2D
0	0.00000	1001232.062	  1.0000
1	0.00001	100123.203	  1.0000
2	0.00002	50061.602	  1.0000
3	0.00003	33374.402	  0.9998
4	0.00004	25030.801	  0.9998
5	0.00005	20024.641	  1.0000
6	0.00006	16687.201	  1.0000
7	0.00007	14303.315	  1.0000
8	0.00008	12515.400	  0.9999
9	0.00009	11124.801	  1.0000
10	0.00010	10012.320	  1.0000
11	0.00011	 9102.109	  1.0000
12	0.00012	 8343.601	  1.0000
13	0.00013	 7701.785	  1.0000
14	0.00014	 7151.658	  1.0000
15	0.00015	 6674.880	  1.0000
16	0.00016	 6257.700	  1.0000
17	0.00017	 5889.600	  0.9999
18	0.00018	 5562.400	  1.0000
19	0.00019	 5269.642	  0.9999
20	0.00020	 5006.160	  0.9999
21	0.00021	 4767.771	  1.0000
22	0.00022	 4551.055	  0.9999
23	0.00023	 4353.183	  1.0000
24	0.00024	 4171.800	  0.9999
25	0.00025	 4004.928	  0.9999
26	0.00026	 3850.893	  1.0000
27	0.00027	 3708.267	  1.0000
28	0.00028	 3575.829	  0.9999
29	0.00029	 3452.524	  0.9999
30	0.00030	 3337.440	  0.9999
31	0.00031	 3229.781	  0.9999
32	0.00032	 3128.850	  0.9998
33	0.00033	 3034.037	  0.9999
34	0.00034	 2944.800	  1.0000
35	0.00035	 2860.663	  1.0000
36	0.00036	 2781.200	  0.9999
37	0.00037	 2706.032	  0.9999
38	0.00038	 2634.821	  0.9998
39	0.00039	 2567.261	  0.9997
40	0.00040	 2503.080	  0.9998
41	0.00041	 2442.029	  0.9999
42	0.00042	 2383.886	  1.0000
43	0.00043	 2328.447	  1.0000
44	0.00044	 2275.527	  1.0000
45	0.00045	 2224.960	  0.9999
46	0.00046	 2176.591	  0.9998
47	0.00047	 2130.281	  0.9998
48	0.00048	 2085.900	  0.9999
49	0.00049	 2043.331	  0.9998
50	0.00050	 2002.464	  0.9998
51	0.00051	 1963.200	  0.9998
52	0.00052	 1925.446	  0.9997
53	0.00053	 1889.117	  0.9997
54	0.00054	 1854.133	  0.9997
55	0.00055	 1820.422	  0.9998
56	0.00056	 1787.914	  0.9996
57	0.00057	 1756.547	  0.9996
58	0.00058	 1726.262	  0.9996
59	0.00059	 1697.003	  0.9995
60	0.00060	 1668.720	  0.9994
61	0.00061	 1641.364	  0.9995
62	0.00062	 1614.890	  0.9994
63	0.00063	 1589.257	  0.9994
64	0.00064	 1564.425	  0.9993
65	0.00065	 1540.357	  0.9993
66	0.00066	 1517.018	  0.9994
67	0.00067	 1494.376	  0.9994
68	0.00068	 1472.400	  0.9992
69	0.00069	 1451.061	  0.9991
70	0.00070	 1430.332	  0.9993
71	0.00071	 1410.186	  0.9993
72	0.00072	 1390.600	  0.9990
73	0.00073	 1371.551	  0.9990
74	0.00074	 1353.016	  0.9990
75	0.00075	 1334.976	  0.9990
76	0.00076	 1317.411	  0.9991
77	0.00077	 1300.301	  0.9988
78	0.00078	 1283.631	  0.9988
79	0.00079	 1267.382	  0.9989
80	0.00080	 1251.540	  0.9986
81	0.00081	 1236.089	  0.9984
82	0.00082	 1221.015	  0.9984
83	0.00083	 1206.304	  0.9985
84	0.00084	 1191.943	  0.9986
85	0.00085	 1177.920	  0.9985
86	0.00086	 1164.223	  0.9983
87	0.00087	 1150.841	  0.9984
88	0.00088	 1137.764	  0.9985
89	0.00089	 1124.980	  0.9983
90	0.00090	 1112.480	  0.9982
91	0.00091	 1100.255	  0.9980
92	0.00092	 1088.296	  0.9979
93	0.00093	 1076.594	  0.9982
94	0.00094	 1065.141	  0.9980
95	0.00095	 1053.928	  0.9976
96	0.00096	 1042.950	  0.9974
97	0.00097	 1032.198	  0.9972
98	0.00098	 1021.665	  0.9971
99	0.00099	 1011.345	  0.9970
100	0.00100	 1001.232	  0.9972
101	0.00101	  991.319	  0.9972
102	0.00102	  981.600	  0.9971
103	0.00103	  972.070	  0.9964
104	0.00104	  962.723	  0.9962
105	0.00105	  953.554	  0.9966
106	0.00106	  944.559	  0.9964
107	0.00107	  935.731	  0.9958
108	0.00108	  927.067	  0.9956
109	0.00109	  918.562	  0.9961
110	0.00110	  910.211	  0.9963
111	0.00111	  902.011	  0.9957
112	0.00112	  893.957	  0.9955
113	0.00113	  886.046	  0.9952
114	0.00114	  878.274	  0.9951
115	0.00115	  870.637	  0.9947
116	0.00116	  863.131	  0.9944
117	0.00117	  855.754	  0.9941
118	0.00118	  848.502	  0.9938
119	0.00119	  841.371	  0.9941
120	0.00120	  834.360	  0.9941
121	0.00121	  827.464	  0.9945
122	0.00122	  820.682	  0.9944
123	0.00123	  814.010	  0.9934
124	0.00124	  807.445	  0.9924
125	0.00125	  800.986	  0.9924
126	0.00126	  794.629	  0.9923
127	0.00127	  788.372	  0.9916
128	0.00128	  782.213	  0.9918
129	0.00129	  776.149	  0.9921
130	0.00130	  770.178	  0.9917
131	0.00131	  764.299	  0.9912
132	0.00132	  758.509	  0.9914
133	0.00133	  752.806	  0.9910
134	0.00134	  747.188	  0.9901
135	0.00135	  741.653	  0.9900
136	0.00136	  736.200	  0.9900
137	0.00137	  730.826	  0.9895
138	0.00138	  725.530	  0.9887
139	0.00139	  720.311	  0.9878
140	0.00140	  715.166	  0.9875
141	0.00141	  710.094	  0.9867
142	0.00142	  705.093	  0.9866
143	0.00143	  700.162	  0.9869
144	0.00144	  695.300	  0.9865
145	0.00145	  690.505	  0.9864
146	0.00146	  685.775	  0.9848
147	0.00147	  681.110	  0.9838
148	0.00148	  676.508	  0.9842
149	0.00149	  671.968	  0.9844
150	0.00150	  667.488	  0.9834
151	0.00151	  663.068	  0.9826
152	0.00152	  658.705	  0.9835
153	0.00153	  654.400	  0.9817
154	0.00154	  650.151	  0.9805
155	0.00155	  645.956	  0.9813
156	0.00156	  641.815	  0.9799
157	0.00157	  637.727	  0.9801
158	0.00158	  633.691	  0.9797
159	0.00159	  629.706	  0.9794
160	0.00160	  625.770	  0.9785
161	0.00161	  621.883	  0.9755
162	0.00162	  618.044	  0.9748
163	0.00163	  614.253	  0.9747
164	0.00164	  610.507	  0.9736
165	0.00165	  606.807	  0.9738
166	0.00166	  603.152	  0.9742
167	0.00167	  599.540	  0.9731
168	0.00168	  595.971	  0.9712
169	0.00169	  592.445	  0.9709
170	0.00170	  588.960	  0.9720
171	0.00171	  585.516	  0.9710
172	0.00172	  582.112	  0.9700
173	0.00173	  578.747	  0.9680
174	0.00174	  575.421	  0.9663
175	0.00175	  572.133	  0.9682
176	0.00176	  568.882	  0.9688
177	0.00177	  565.668	  0.9672
178	0.00178	  562.490	  0.9664
179	0.00179	  559.347	  0.9616
180	0.00180	  556.240	  0.9579
181	0.00181	  553.167	  0.9610
182	0.00182	  550.128	  0.9623
183	0.00183	  547.121	  0.9600
184	0.00184	  544.148	  0.9608
185	0.00185	  541.207	  0.9583
186	0.00186	  538.297	  0.9505
187	0.00187	  535.418	  0.9508
188	0.00188	  532.570	  0.9507
189	0.00189	  529.752	  0.9481
190	0.00190	  526.964	  0.9493
191	0.00191	  524.205	  0.9484
192	0.00192	  521.475	  0.9472
193	0.00193	  518.773	  0.9478
194	0.00194	  516.099	  0.9457
195	0.00195	  513.452	  0.9461
196	0.00196	  510.833	  0.9449
197	0.00197	  508.240	  0.9410
198	0.00198	  505.673	  0.9407
199	0.00199	  503.132	  0.9388
200	0.00200	  500.616	  0.9373
201	0.00201	  498.125	  0.9351
202	0.00202	  495.659	  0.9356
203	0.00203	  493.218	  0.9349
204	0.00204	  490.800	  0.9334
205	0.00205	  488.406	  0.9328
206	0.00206	  486.035	  0.9294
207	0.00207	  483.687	  0.9293
208	0.00208	  481.362	  0.9284
209	0.00209	  479.058	  0.9305
210	0.00210	  476.777	  0.9319
211	0.00211	  474.518	  0.9266
212	0.00212	  472.279	  0.9239
213	0.00213	  470.062	  0.9225
214	0.00214	  467.865	  0.9209
215	0.00215	  465.689	  0.9230
216	0.00216	  463.533	  0.9208
217	0.00217	  461.397	  0.9172
218	0.00218	  459.281	  0.9150
219	0.00219	  457.184	  0.9090
220	0.00220	  455.105	  0.9116
221	0.00221	  453.046	  0.9131
222	0.00222	  451.005	  0.9093
223	0.00223	  448.983	  0.9143
224	0.00224	  446.979	  0.9152
225	0.00225	  444.992	  0.9117
226	0.00226	  443.023	  0.9089
227	0.00227	  441.071	  0.9012
228	0.00228	  439.137	  0.8958
229	0.00229	  437.219	  0.8963
230	0.00230	  435.318	  0.8991
231	0.00231	  433.434	  0.8994
232	0.00232	  431.566	  0.8986
233	0.00233	  429.713	  0.8931
234	0.00234	  427.877	  0.8882
235	0.00235	  426.056	  0.8882
236	0.00236	  424.251	  0.8856
237	0.00237	  422.461	  0.8839
238	0.00238	  420.686	  0.8805
239	0.00239	  418.926	  0.8748
240	0.00240	  417.180	  0.8757
241	0.00241	  415.449	  0.8779
242	0.00242	  413.732	  0.8755
243	0.00243	  412.030	  0.8737
244	0.00244	  410.341	  0.8750
245	0.00245	  408.666	  0.8728
246	0.00246	  407.005	  0.8693
247	0.00247	  405.357	  0.8686
248	0.00248	  403.723	  0.8699
249	0.00249	  402.101	  0.8723
250	0.00250	  400.493	  0.8594
251	0.00251	  398.897	  0.8563
252	0.00252	  397.314	  0.8658
253	0.00253	  395.744	  0.8663
254	0.00254	  394.186	  0.8575
255	0.00255	  392.640	  0.8533
256	0.00256	  391.106	  0.8489
257	0.00257	  389.584	  0.8348
258	0.00258	  388.074	  0.8358
259	0.00259	  386.576	  0.8448
260	0.00260	  385.089	  0.8468
261	0.00261	  383.614	  0.8476
262	0.00262	  382.150	  0.8459
263	0.00263	  380.697	  0.8449
264	0.00264	  379.255	  0.8445
265	0.00265	  377.823	  0.8377
266	0.00266	  376.403	  0.8355
267	0.00267	  374.993	  0.8381
268	0.00268	  373.594	  0.8323
269	0.00269	  372.205	  0.8223
270	0.00270	  370.827	  0.8159
271	0.00271	  369.458	  0.8124
272	0.00272	  368.100	  0.8189
273	0.00273	  366.752	  0.8263
274	0.00274	  365.413	  0.8238
275	0.00275	  364.084	  0.8140
276	0.00276	  362.765	  0.8134
277	0.00277	  361.456	  0.8190
278	0.00278	  360.155	  0.8163
279	0.00279	  358.865	  0.8107
280	0.00280	  357.583	  0.8120
281	0.00281	  356.310	  0.8142
282	0.00282	  355.047	  0.7989
283	0.00283	  353.792	  0.7932
284	0.00284	  352.546	  0.7915
285	0.00285	  351.310	  0.7920
286	0.00286	  350.081	  0.7951
287	0.00287	  348.861	  0.7899
288	0.00288	  347.650	  0.7915
289	0.00289	  346.447	  0.7917
290	0.00290	  345.252	  0.7882
291	0.00291	  344.066	  0.7822
292	0.00292	  342.888	  0.7786
293	0.00293	  341.717	  0.7785
294	0.00294	  340.555	  0.7803
295	0.00295	  339.401	  0.7761
296	0.00296	  338.254	  0.7682
297	0.00297	  337.115	  0.7653
298	0.00298	  335.984	  0.7600
299	0.00299	  334.860	  0.7591
300	0.00300	  333.744	  0.7588
301	0.00301	  332.635	  0.7492
302	0.00302	  331.534	  0.7543
303	0.00303	  330.440	  0.7737
304	0.00304	  329.353	  0.7662
305	0.00305	  328.273	  0.7501
306	0.00306	  327.200	  0.7534
307	0.00307	  326.134	  0.7497
308	0.00308	  325.075	  0.7429
309	0.00309	  324.023	  0.7394
310	0.00310	  322.978	  0.7361
311	0.00311	  321.940	  0.7354
312	0.00312	  320.908	  0.7271
313	0.00313	  319.882	  0.7297
314	0.00314	  318.864	  0.7357
315	0.00315	  317.851	  0.7319
316	0.00316	  316.846	  0.7299
317	0.00317	  315.846	  0.7297
318	0.00318	  314.853	  0.7191
319	0.00319	  313.866	  0.7126
320	0.00320	  312.885	  0.7164
321	0.00321	  311.910	  0.7090
322	0.00322	  310.942	  0.7044
323	0.00323	  309.979	  0.6995
324	0.00324	  309.022	  0.6989
325	0.00325	  308.071	  0.7009
326	0.00326	  307.126	  0.6964
327	0.00327	  306.187	  0.6906
328	0.00328	  305.254	  0.6886
329	0.00329	  304.326	  0.6863
330	0.00330	  303.404	  0.6892
331	0.00331	  302.487	  0.6845
332	0.00332	  301.576	  0.6863
333	0.00333	  300.670	  0.6829
334	0.00334	  299.770	  0.6792
335	0.00335	  298.875	  0.6802
336	0.00336	  297.986	  0.6730
337	0.00337	  297.102	  0.6810
338	0.00338	  296.223	  0.6640
339	0.00339	  295.349	  0.6709
340	0.00340	  294.480	  0.6860
341	0.00341	  293.616	  0.6755
342	0.00342	  292.758	  0.6687
343	0.00343	  291.904	  0.6667
344	0.00344	  291.056	  0.6677
345	0.00345	  290.212	  0.6594
346	0.00346	  289.373	  0.6436
347	0.00347	  288.539	  0.6434
348	0.00348	  287.710	  0.6588
349	0.00349	  286.886	  0.6567
350	0.00350	  286.066	  0.6473
351	0.00351	  285.251	  0.6433
352	0.00352	  284.441	  0.6420
353	0.00353	  283.635	  0.6325
354	0.00354	  282.834	  0.6265
355	0.00355	  282.037	  0.6366
356	0.00356	  281.245	  0.6283
357	0.00357	  280.457	  0.6103
358	0.00358	  279.674	  0.6150
359	0.00359	  278.895	  0.6135
360	0.00360	  278.120	  0.6152
361	0.00361	  277.350	  0.6129
362	0.00362	  276.583	  0.6198
363	0.00363	  275.822	  0.6276
364	0.00364	  275.064	  0.6070
365	0.00365	  274.310	  0.6014
366	0.00366	  273.561	  0.6068
367	0.00367	  272.815	  0.6075
368	0.00368	  272.074	  0.6118
369	0.00369	  271.337	  0.6026
370	0.00370	  270.603	  0.5927
371	0.00371	  269.874	  0.5955
372	0.00372	  269.148	  0.5905
373	0.00373	  268.427	  0.5930
374	0.00374	  267.709	  0.5988
375	0.00375	  266.995	  0.5985
376	0.00376	  266.285	  0.5991
377	0.00377	  265.579	  0.5961
378	0.00378	  264.876	  0.5905
379	0.00379	  264.177	  0.5625
380	0.00380	  263.482	  0.5626
381	0.00381	  262.791	  0.5723
382	0.00382	  262.103	  0.5549
383	0.00383	  261.418	  0.5549
384	0.00384	  260.738	  0.5502
385	0.00385	  260.060	  0.5557
386	0.00386	  259.387	  0.5523
387	0.00387	  258.716	  0.5492
388	0.00388	  258.049	  0.5630
389	0.00389	  257.386	  0.5670
390	0.00390	  256.726	  0.5653
391	0.00391	  256.070	  0.5688
392	0.00392	  255.416	  0.5644
393	0.00393	  254.766	  0.5529
394	0.00394	  254.120	  0.5466
395	0.00395	  253.476	  0.5502
396	0.00396	  252.836	  0.5565
397	0.00397	  252.200	  0.5277
398	0.00398	  251.566	  0.5038
399	0.00399	  250.935	  0.5183
400	0.00400	  250.308	  0.5305
401	0.00401	  249.684	  0.5266
402	0.00402	  249.063	  0.5141
403	0.00403	  248.445	  0.5212
404	0.00404	  247.830	  0.5160
405	0.00405	  247.218	  0.4957
406	0.00406	  246.609	  0.5033
407	0.00406	  246.003	  0.5102
408	0.00407	  245.400	  0.5108
409	0.00408	  244.800	  0.5214
410	0.00409	  244.203	  0.5035
411	0.00410	  243.609	  0.4778
412	0.00411	  243.018	  0.4819
413	0.00412	  242.429	  0.4839
414	0.00413	  241.843	  0.4902
415	0.00414	  241.261	  0.4827
416	0.00415	  240.681	  0.4770
417	0.00416	  240.104	  0.4799
418	0.00417	  239.529	  0.4853
419	0.00418	  238.958	  0.4820
420	0.00419	  238.389	  0.4789
421	0.00420	  237.822	  0.4618
422	0.00421	  237.259	  0.4567
423	0.00422	  236.698	  0.4712
424	0.00423	  236.140	  0.4590
425	0.00424	  235.584	  0.4559
426	0.00425	  235.031	  0.4558
427	0.00426	  234.481	  0.4576
428	0.00427	  233.933	  0.4520
429	0.00428	  233.387	  0.4463
430	0.00429	  232.845	  0.4563
431	0.00430	  232.304	  0.4468
432	0.00431	  231.767	  0.4424
433	0.00432	  231.231	  0.4562
434	0.00433	  230.699	  0.4477
435	0.00434	  230.168	  0.4425
436	0.00435	  229.640	  0.4433
437	0.00436	  229.115	  0.4337
438	0.00437	  228.592	  0.4266
439	0.00438	  228.071	  0.4191
440	0.00439	  227.553	  0.4344
441	0.00440	  227.037	  0.4423
442	0.00441	  226.523	  0.4363
443	0.00442	  226.012	  0.4332
444	0.00443	  225.503	  0.4176
445	0.00444	  224.996	  0.4343
446	0.00445	  224.492	  0.4453
447	0.00446	  223.989	  0.4280
448	0.00447	  223.489	  0.4129
449	0.00448	  222.992	  0.4020
450	0.00449	  222.496	  0.4038
451	0.00450	  222.003	  0.4099
452	0.00451	  221.512	  0.4152
453	0.00452	  221.023	  0.4335
454	0.00453	  220.536	  0.4291
455	0.00454	  220.051	  0.3969
456	0.00455	  219.568	  0.4002
457	0.00456	  219.088	  0.4100
458	0.00457	  218.610	  0.4000
459	0.00458	  218.133	  0.4054
460	0.00459	  217.659	  0.4052
461	0.00460	  217.187	  0.3941
462	0.00461	  216.717	  0.3926
463	0.00462	  216.249	  0.4065
464	0.00463	  215.783	  0.4004
465	0.00464	  215.319	  0.3843
466	0.00465	  214.857	  0.3840
467	0.00466	  214.397	  0.3896
468	0.00467	  213.938	  0.3897
469	0.00468	  213.482	  0.3729
470	0.00469	  213.028	  0.3720
471	0.00470	  212.576	  0.3589
472	0.00471	  212.125	  0.3544
473	0.00472	  211.677	  0.3650
474	0.00473	  211.230	  0.3639
475	0.00474	  210.786	  0.3726
476	0.00475	  210.343	  0.3623
477	0.00476	  209.902	  0.3483
478	0.00477	  209.463	  0.3549
479	0.00478	  209.025	  0.3600
480	0.00479	  208.590	  0.3571
481	0.00480	  208.156	  0.3522
482	0.00481	  207.724	  0.3557
483	0.00482	  207.294	  0.3579
484	0.00483	  206.866	  0.3447
485	0.00484	  206.440	  0.3478
486	0.00485	  206.015	  0.3596
487	0.00486	  205.592	  0.3555
488	0.00487	  205.170	  0.3449
489	0.00488	  204.751	  0.3450
490	0.00489	  204.333	  0.3554
491	0.00490	  203.917	  0.3388
492	0.00491	  203.502	  0.3162
493	0.00492	  203.090	  0.3231
494	0.00493	  202.679	  0.3364
495	0.00494	  202.269	  0.3423
496	0.00495	  201.861	  0.3484
497	0.00496	  201.455	  0.3387
498	0.00497	  201.051	  0.3267
499	0.00498	  200.648	  0.3357
500	0.00499	  200.246	  0.3481
501	0.00500	  199.847	  0.3532
502	0.00501	  199.449	  0.3205
503	0.00502	  199.052	  0.3042
504	0.00503	  198.657	  0.3143
505	0.00504	  198.264	  0.3124
506	0.00505	  197.872	  0.2961
507	0.00506	  197.482	  0.2927
508	0.00507	  197.093	  0.3192
509	0.00508	  196.706	  0.3087
510	0.00509	  196.320	  0.2992
511	0.00510	  195.936	  0.3094
512	0.00511	  195.553	  0.3098
513	0.00512	  195.172	  0.2918
514	0.00513	  194.792	  0.2748
515	0.00514	  194.414	  0.2874
516	0.00515	  194.037	  0.2809
517	0.00516	  193.662	  0.2902
518	0.00517	  193.288	  0.3176
519	0.00518	  192.916	  0.2880
520	0.00519	  192.545	  0.2754
521	0.00520	  192.175	  0.3055
522	0.00521	  191.807	  0.3037
523	0.00522	  191.440	  0.2915
524	0.00523	  191.075	  0.2944
525	0.00524	  190.711	  0.2912
526	0.00525	  190.348	  0.2777
527	0.00526	  189.987	  0.2845
528	0.00527	  189.627	  0.2873
529	0.00528	  189.269	  0.2804
530	0.00529	  188.912	  0.2860
531	0.00530	  188.556	  0.2740
532	0.00531	  188.202	  0.2684
